	A->C	A->G	A->T	C->A	C->G	C->T	G->A	G->C	G->T	T->A	T->C	T->G
50	1.588e-3 [1.386e-3..1.820e-3]	3.829e-3 [3.508e-3..4.179e-3]	2.217e-3 [1.976e-3..2.488e-3]	3.638e-3 [3.198e-3..4.138e-3]	2.199e-3 [1.863e-3..2.595e-3]	8.984e-3 [8.278e-3..9.750e-3]	8.354e-3 [7.694e-3..9.071e-3]	2.973e-3 [2.589e-3..3.414e-3]	5.129e-3 [4.616e-3..5.697e-3]	2.103e-3 [1.851e-3..2.390e-3]	3.955e-3 [3.603e-3..4.342e-3]	1.690e-3 [1.465e-3..1.949e-3]
51	1.673e-3 [1.459e-3..1.918e-3]	3.924e-3 [3.590e-3..4.290e-3]	2.040e-3 [1.802e-3..2.308e-3]	4.213e-3 [3.726e-3..4.764e-3]	2.265e-3 [1.915e-3..2.678e-3]	8.626e-3 [7.917e-3..9.398e-3]	7.315e-3 [6.682e-3..8.008e-3]	2.832e-3 [2.448e-3..3.276e-3]	5.018e-3 [4.498e-3..5.599e-3]	2.122e-3 [1.863e-3..2.417e-3]	3.897e-3 [3.540e-3..4.289e-3]	1.615e-3 [1.391e-3..1.875e-3]
52	2.084e-3 [1.836e-3..2.367e-3]	3.993e-3 [3.643e-3..4.377e-3]	1.803e-3 [1.573e-3..2.067e-3]	3.739e-3 [3.270e-3..4.275e-3]	2.124e-3 [1.778e-3..2.537e-3]	8.198e-3 [7.490e-3..8.972e-3]	7.106e-3 [6.473e-3..7.802e-3]	2.976e-3 [2.575e-3..3.439e-3]	5.074e-3 [4.542e-3..5.667e-3]	2.424e-3 [2.141e-3..2.745e-3]	4.037e-3 [3.667e-3..4.445e-3]	1.740e-3 [1.503e-3..2.015e-3]
53	1.821e-3 [1.584e-3..2.093e-3]	4.049e-3 [3.688e-3..4.445e-3]	1.877e-3 [1.636e-3..2.153e-3]	3.787e-3 [3.307e-3..4.337e-3]	2.804e-3 [2.395e-3..3.282e-3]	8.266e-3 [7.542e-3..9.058e-3]	7.004e-3 [6.366e-3..7.705e-3]	3.468e-3 [3.028e-3..3.973e-3]	4.842e-3 [4.316e-3..5.432e-3]	2.258e-3 [1.976e-3..2.581e-3]	4.327e-3 [3.928e-3..4.765e-3]	1.910e-3 [1.652e-3..2.209e-3]
54	1.784e-3 [1.545e-3..2.059e-3]	3.625e-3 [3.278e-3..4.008e-3]	2.004e-3 [1.751e-3..2.295e-3]	3.220e-3 [2.767e-3..3.745e-3]	2.256e-3 [1.883e-3..2.702e-3]	7.750e-3 [7.031e-3..8.542e-3]	7.930e-3 [7.230e-3..8.698e-3]	2.952e-3 [2.536e-3..3.435e-3]	4.943e-3 [4.396e-3..5.558e-3]	2.181e-3 [1.895e-3..2.510e-3]	4.093e-3 [3.694e-3..4.534e-3]	1.462e-3 [1.231e-3..1.735e-3]
55	1.728e-3 [1.488e-3..2.006e-3]	4.193e-3 [3.809e-3..4.615e-3]	1.920e-3 [1.666e-3..2.212e-3]	3.146e-3 [2.687e-3..3.683e-3]	2.186e-3 [1.809e-3..2.641e-3]	8.601e-3 [7.820e-3..9.458e-3]	7.953e-3 [7.227e-3..8.751e-3]	3.403e-3 [2.939e-3..3.940e-3]	5.047e-3 [4.475e-3..5.692e-3]	2.132e-3 [1.846e-3..2.463e-3]	3.812e-3 [3.422e-3..4.246e-3]	1.761e-3 [1.503e-3..2.064e-3]
56	1.673e-3 [1.430e-3..1.956e-3]	3.999e-3 [3.614e-3..4.425e-3]	2.016e-3 [1.748e-3..2.325e-3]	3.244e-3 [2.767e-3..3.804e-3]	2.127e-3 [1.748e-3..2.589e-3]	8.551e-3 [7.754e-3..9.429e-3]	8.025e-3 [7.275e-3..8.851e-3]	2.655e-3 [2.238e-3..3.149e-3]	5.593e-3 [4.972e-3..6.290e-3]	2.560e-3 [2.239e-3..2.927e-3]	4.026e-3 [3.618e-3..4.480e-3]	1.502e-3 [1.261e-3..1.789e-3]
57	1.774e-3 [1.515e-3..2.077e-3]	4.274e-3 [3.861e-3..4.730e-3]	1.901e-3 [1.632e-3..2.213e-3]	3.448e-3 [2.947e-3..4.034e-3]	2.247e-3 [1.850e-3..2.729e-3]	8.410e-3 [7.606e-3..9.297e-3]	6.993e-3 [6.284e-3..7.781e-3]	2.994e-3 [2.542e-3..3.525e-3]	4.941e-3 [4.351e-3..5.611e-3]	2.220e-3 [1.916e-3..2.571e-3]	3.963e-3 [3.550e-3..4.424e-3]	1.605e-3 [1.350e-3..1.908e-3]
58	1.778e-3 [1.513e-3..2.091e-3]	4.068e-3 [3.655e-3..4.528e-3]	1.937e-3 [1.658e-3..2.262e-3]	3.038e-3 [2.565e-3..3.600e-3]	2.307e-3 [1.900e-3..2.803e-3]	8.339e-3 [7.529e-3..9.235e-3]	7.396e-3 [6.654e-3..8.221e-3]	2.755e-3 [2.316e-3..3.276e-3]	4.577e-3 [4.000e-3..5.235e-3]	2.182e-3 [1.872e-3..2.543e-3]	3.748e-3 [3.335e-3..4.213e-3]	1.620e-3 [1.356e-3..1.935e-3]
59	1.904e-3 [1.625e-3..2.231e-3]	3.670e-3 [3.274e-3..4.114e-3]	2.393e-3 [2.077e-3..2.756e-3]	3.093e-3 [2.600e-3..3.678e-3]	2.216e-3 [1.805e-3..2.720e-3]	8.158e-3 [7.333e-3..9.075e-3]	6.794e-3 [6.065e-3..7.610e-3]	2.617e-3 [2.179e-3..3.142e-3]	4.660e-3 [4.062e-3..5.344e-3]	1.804e-3 [1.517e-3..2.146e-3]	3.964e-3 [3.526e-3..4.456e-3]	1.889e-3 [1.595e-3..2.239e-3]
60	1.536e-3 [1.282e-3..1.841e-3]	3.926e-3 [3.506e-3..4.396e-3]	1.970e-3 [1.679e-3..2.311e-3]	3.490e-3 [2.948e-3..4.131e-3]	2.162e-3 [1.744e-3..2.679e-3]	7.292e-3 [6.489e-3..8.194e-3]	7.401e-3 [6.616e-3..8.279e-3]	2.321e-3 [1.899e-3..2.836e-3]	4.690e-3 [4.073e-3..5.400e-3]	2.197e-3 [1.873e-3..2.577e-3]	3.823e-3 [3.387e-3..4.314e-3]	1.670e-3 [1.390e-3..2.005e-3]
61	1.561e-3 [1.298e-3..1.878e-3]	3.652e-3 [3.237e-3..4.121e-3]	1.980e-3 [1.680e-3..2.333e-3]	3.055e-3 [2.542e-3..3.672e-3]	2.001e-3 [1.594e-3..2.511e-3]	7.814e-3 [6.966e-3..8.764e-3]	6.660e-3 [5.896e-3..7.522e-3]	2.591e-3 [2.131e-3..3.151e-3]	4.509e-3 [3.888e-3..5.229e-3]	2.234e-3 [1.901e-3..2.625e-3]	3.328e-3 [2.916e-3..3.798e-3]	1.884e-3 [1.581e-3..2.246e-3]
62	1.515e-3 [1.248e-3..1.839e-3]	3.788e-3 [3.351e-3..4.281e-3]	1.649e-3 [1.369e-3..1.985e-3]	2.859e-3 [2.352e-3..3.476e-3]	1.944e-3 [1.534e-3..2.464e-3]	8.864e-3 [7.934e-3..9.902e-3]	7.335e-3 [6.520e-3..8.251e-3]	2.507e-3 [2.049e-3..3.067e-3]	4.588e-3 [3.953e-3..5.324e-3]	2.232e-3 [1.893e-3..2.631e-3]	3.688e-3 [3.245e-3..4.192e-3]	1.789e-3 [1.488e-3..2.150e-3]
63	1.477e-3 [1.209e-3..1.805e-3]	3.981e-3 [3.523e-3..4.498e-3]	2.006e-3 [1.689e-3..2.383e-3]	3.387e-3 [2.822e-3..4.063e-3]	1.855e-3 [1.451e-3..2.373e-3]	9.188e-3 [8.227e-3..1.026e-2]	8.165e-3 [7.286e-3..9.148e-3]	2.583e-3 [2.109e-3..3.163e-3]	4.915e-3 [4.244e-3..5.692e-3]	1.828e-3 [1.514e-3..2.206e-3]	3.808e-3 [3.343e-3..4.338e-3]	1.337e-3 [1.073e-3..1.666e-3]
64	1.540e-3 [1.262e-3..1.880e-3]	3.899e-3 [3.439e-3..4.420e-3]	1.733e-3 [1.436e-3..2.091e-3]	2.832e-3 [2.305e-3..3.479e-3]	2.171e-3 [1.716e-3..2.746e-3]	8.841e-3 [7.870e-3..9.931e-3]	8.016e-3 [7.129e-3..9.013e-3]	2.518e-3 [2.042e-3..3.104e-3]	4.949e-3 [4.262e-3..5.746e-3]	2.323e-3 [1.955e-3..2.759e-3]	3.889e-3 [3.405e-3..4.442e-3]	1.747e-3 [1.432e-3..2.130e-3]
65	1.484e-3 [1.205e-3..1.828e-3]	3.997e-3 [3.520e-3..4.538e-3]	1.939e-3 [1.616e-3..2.327e-3]	3.068e-3 [2.505e-3..3.757e-3]	1.748e-3 [1.337e-3..2.286e-3]	9.666e-3 [8.625e-3..1.083e-2]	7.729e-3 [6.830e-3..8.746e-3]	2.173e-3 [1.720e-3..2.744e-3]	4.842e-3 [4.141e-3..5.662e-3]	2.236e-3 [1.870e-3..2.673e-3]	3.224e-3 [2.778e-3..3.740e-3]	1.621e-3 [1.315e-3..1.999e-3]
66	1.466e-3 [1.183e-3..1.816e-3]	3.567e-3 [3.108e-3..4.093e-3]	1.925e-3 [1.596e-3..2.321e-3]	2.819e-3 [2.269e-3..3.502e-3]	2.401e-3 [1.898e-3..3.037e-3]	8.978e-3 [7.951e-3..1.014e-2]	6.862e-3 [5.991e-3..7.859e-3]	2.122e-3 [1.662e-3..2.708e-3]	4.575e-3 [3.874e-3..5.402e-3]	2.406e-3 [2.018e-3..2.867e-3]	3.531e-3 [3.054e-3..4.081e-3]	1.552e-3 [1.247e-3..1.931e-3]
67	1.524e-3 [1.224e-3..1.896e-3]	3.657e-3 [3.175e-3..4.211e-3]	1.828e-3 [1.498e-3..2.232e-3]	2.743e-3 [2.192e-3..3.432e-3]	1.949e-3 [1.494e-3..2.542e-3]	7.832e-3 [6.860e-3..8.941e-3]	7.819e-3 [6.869e-3..8.899e-3]	2.032e-3 [1.576e-3..2.620e-3]	4.512e-3 [3.804e-3..5.351e-3]	2.233e-3 [1.855e-3..2.689e-3]	3.622e-3 [3.130e-3..4.189e-3]	1.610e-3 [1.294e-3..2.003e-3]
68	1.718e-3 [1.392e-3..2.121e-3]	3.637e-3 [3.146e-3..4.203e-3]	1.898e-3 [1.553e-3..2.320e-3]	2.960e-3 [2.373e-3..3.692e-3]	2.011e-3 [1.538e-3..2.630e-3]	8.728e-3 [7.674e-3..9.925e-3]	7.338e-3 [6.407e-3..8.403e-3]	2.481e-3 [1.965e-3..3.134e-3]	4.467e-3 [3.753e-3..5.315e-3]	2.227e-3 [1.838e-3..2.697e-3]	3.533e-3 [3.034e-3..4.114e-3]	1.456e-3 [1.149e-3..1.845e-3]
69	1.842e-3 [1.495e-3..2.268e-3]	3.495e-3 [3.005e-3..4.066e-3]	1.507e-3 [1.197e-3..1.897e-3]	3.270e-3 [2.639e-3..4.051e-3]	2.679e-3 [2.114e-3..3.394e-3]	7.249e-3 [6.277e-3..8.369e-3]	6.425e-3 [5.536e-3..7.456e-3]	2.391e-3 [1.873e-3..3.051e-3]	4.371e-3 [3.648e-3..5.235e-3]	2.495e-3 [2.071e-3..3.006e-3]	3.651e-3 [3.130e-3..4.259e-3]	1.520e-3 [1.197e-3..1.929e-3]
70	1.689e-3 [1.354e-3..2.107e-3]	3.530e-3 [3.029e-3..4.113e-3]	1.602e-3 [1.277e-3..2.011e-3]	3.377e-3 [2.718e-3..4.195e-3]	1.834e-3 [1.367e-3..2.461e-3]	8.254e-3 [7.185e-3..9.480e-3]	5.621e-3 [4.760e-3..6.636e-3]	2.362e-3 [1.828e-3..3.052e-3]	4.643e-3 [3.867e-3..5.575e-3]	1.986e-3 [1.605e-3..2.458e-3]	3.807e-3 [3.263e-3..4.440e-3]	1.182e-3 [8.969e-4..1.558e-3]
71	9.466e-4 [6.979e-4..1.284e-3]	3.278e-3 [2.782e-3..3.863e-3]	1.755e-3 [1.402e-3..2.195e-3]	2.834e-3 [2.220e-3..3.617e-3]	1.948e-3 [1.452e-3..2.614e-3]	7.838e-3 [6.768e-3..9.075e-3]	7.645e-3 [6.610e-3..8.841e-3]	2.973e-3 [2.354e-3..3.754e-3]	3.950e-3 [3.226e-3..4.836e-3]	1.632e-3 [1.285e-3..2.071e-3]	3.166e-3 [2.667e-3..3.758e-3]	1.339e-3 [1.029e-3..1.743e-3]
72	1.335e-3 [1.023e-3..1.741e-3]	4.251e-3 [3.663e-3..4.934e-3]	1.384e-3 [1.066e-3..1.797e-3]	2.614e-3 [2.018e-3..3.385e-3]	1.834e-3 [1.348e-3..2.497e-3]	9.080e-3 [7.905e-3..1.043e-2]	6.006e-3 [5.086e-3..7.091e-3]	2.350e-3 [1.802e-3..3.065e-3]	4.744e-3 [3.934e-3..5.719e-3]	2.004e-3 [1.606e-3..2.500e-3]	3.649e-3 [3.097e-3..4.299e-3]	1.799e-3 [1.424e-3..2.272e-3]
73	1.548e-3 [1.203e-3..1.992e-3]	3.768e-3 [3.205e-3..4.429e-3]	1.652e-3 [1.294e-3..2.108e-3]	2.891e-3 [2.251e-3..3.711e-3]	2.417e-3 [1.839e-3..3.176e-3]	8.673e-3 [7.508e-3..1.002e-2]	7.093e-3 [6.064e-3..8.295e-3]	1.693e-3 [1.229e-3..2.333e-3]	4.668e-3 [3.847e-3..5.662e-3]	1.733e-3 [1.355e-3..2.216e-3]	3.658e-3 [3.088e-3..4.333e-3]	1.210e-3 [9.017e-4..1.624e-3]
74	1.465e-3 [1.126e-3..1.906e-3]	3.595e-3 [3.039e-3..4.254e-3]	1.971e-3 [1.570e-3..2.473e-3]	2.794e-3 [2.147e-3..3.635e-3]	1.422e-3 [9.844e-4..2.055e-3]	7.874e-3 [6.732e-3..9.209e-3]	6.595e-3 [5.578e-3..7.795e-3]	2.667e-3 [2.050e-3..3.470e-3]	3.879e-3 [3.118e-3..4.825e-3]	1.655e-3 [1.278e-3..2.144e-3]	3.485e-3 [2.915e-3..4.165e-3]	1.626e-3 [1.253e-3..2.111e-3]
75	8.689e-4 [6.122e-4..1.233e-3]	3.588e-3 [3.018e-3..4.264e-3]	1.542e-3 [1.185e-3..2.006e-3]	2.961e-3 [2.276e-3..3.852e-3]	1.830e-3 [1.310e-3..2.556e-3]	9.528e-3 [8.229e-3..1.103e-2]	6.944e-3 [5.866e-3..8.217e-3]	2.643e-3 [2.011e-3..3.473e-3]	4.405e-3 [3.564e-3..5.443e-3]	1.659e-3 [1.275e-3..2.158e-3]	3.649e-3 [3.055e-3..4.358e-3]	1.327e-3 [9.886e-4..1.781e-3]
76	1.534e-3 [1.170e-3..2.010e-3]	3.746e-3 [3.149e-3..4.454e-3]	1.534e-3 [1.170e-3..2.010e-3]	3.257e-3 [2.515e-3..4.217e-3]	1.943e-3 [1.391e-3..2.713e-3]	9.370e-3 [8.047e-3..1.091e-2]	8.501e-3 [7.268e-3..9.941e-3]	2.084e-3 [1.519e-3..2.859e-3]	3.565e-3 [2.798e-3..4.541e-3]	2.331e-3 [1.857e-3..2.925e-3]	3.024e-3 [2.477e-3..3.691e-3]	1.134e-3 [8.192e-4..1.569e-3]
77	1.921e-3 [1.496e-3..2.467e-3]	4.158e-3 [3.507e-3..4.928e-3]	1.260e-3 [9.254e-4..1.715e-3]	3.026e-3 [2.297e-3..3.987e-3]	2.119e-3 [1.524e-3..2.945e-3]	9.624e-3 [8.245e-3..1.123e-2]	7.239e-3 [6.100e-3..8.589e-3]	2.506e-3 [1.873e-3..3.351e-3]	4.121e-3 [3.284e-3..5.170e-3]	1.495e-3 [1.117e-3..2.000e-3]	3.056e-3 [2.493e-3..3.746e-3]	1.495e-3 [1.117e-3..2.000e-3]
78	1.750e-3 [1.338e-3..2.288e-3]	3.863e-3 [3.224e-3..4.627e-3]	1.519e-3 [1.139e-3..2.025e-3]	2.459e-3 [1.799e-3..3.359e-3]	1.513e-3 [1.017e-3..2.250e-3]	8.259e-3 [6.965e-3..9.791e-3]	7.249e-3 [6.075e-3..8.648e-3]	1.604e-3 [1.103e-3..2.333e-3]	5.229e-3 [4.246e-3..6.437e-3]	1.689e-3 [1.274e-3..2.239e-3]	3.238e-3 [2.641e-3..3.969e-3]	1.584e-3 [1.184e-3..2.118e-3]
79	1.555e-3 [1.163e-3..2.080e-3]	3.733e-3 [3.093e-3..4.505e-3]	1.417e-3 [1.045e-3..1.922e-3]	3.429e-3 [2.616e-3..4.494e-3]	1.583e-3 [1.064e-3..2.354e-3]	1.016e-2 [8.680e-3..1.188e-2]	8.512e-3 [7.201e-3..1.006e-2]	2.754e-3 [2.052e-3..3.695e-3]	4.131e-3 [3.248e-3..5.251e-3]	1.834e-3 [1.388e-3..2.424e-3]	3.220e-3 [2.608e-3..3.974e-3]	1.348e-3 [9.737e-4..1.865e-3]
80	1.498e-3 [1.104e-3..2.031e-3]	3.763e-3 [3.104e-3..4.561e-3]	1.169e-3 [8.282e-4..1.650e-3]	2.833e-3 [2.089e-3..3.841e-3]	1.313e-3 [8.407e-4..2.050e-3]	8.569e-3 [7.192e-3..1.021e-2]	8.562e-3 [7.207e-3..1.017e-2]	1.806e-3 [1.242e-3..2.627e-3]	4.883e-3 [3.886e-3..6.135e-3]	2.077e-3 [1.588e-3..2.716e-3]	2.900e-3 [2.311e-3..3.639e-3]	1.528e-3 [1.118e-3..2.089e-3]
