	A->C	A->G	A->T	C->A	C->G	C->T	G->A	G->C	G->T	T->A	T->C	T->G
-31	2.238e-3 [2.076e-3..2.411e-3]	5.821e-3 [5.558e-3..6.097e-3]	2.620e-3 [2.445e-3..2.807e-3]	4.730e-3 [4.428e-3..5.052e-3]	3.211e-3 [2.963e-3..3.478e-3]	8.554e-3 [8.145e-3..8.984e-3]	8.535e-3 [8.125e-3..8.966e-3]	2.890e-3 [2.655e-3..3.146e-3]	4.629e-3 [4.329e-3..4.950e-3]	2.977e-3 [2.790e-3..3.176e-3]	5.175e-3 [4.928e-3..5.436e-3]	2.071e-3 [1.917e-3..2.239e-3]
-30	2.140e-3 [1.981e-3..2.311e-3]	6.070e-3 [5.799e-3..6.354e-3]	2.891e-3 [2.705e-3..3.089e-3]	4.892e-3 [4.584e-3..5.221e-3]	2.782e-3 [2.552e-3..3.032e-3]	7.961e-3 [7.566e-3..8.376e-3]	8.413e-3 [8.010e-3..8.836e-3]	3.125e-3 [2.883e-3..3.388e-3]	4.895e-3 [4.589e-3..5.220e-3]	3.032e-3 [2.844e-3..3.231e-3]	5.085e-3 [4.840e-3..5.342e-3]	2.360e-3 [2.195e-3..2.537e-3]
-29	2.335e-3 [2.166e-3..2.516e-3]	6.050e-3 [5.775e-3..6.337e-3]	2.764e-3 [2.581e-3..2.961e-3]	5.139e-3 [4.831e-3..5.467e-3]	3.483e-3 [3.230e-3..3.755e-3]	7.984e-3 [7.598e-3..8.389e-3]	8.541e-3 [8.142e-3..8.958e-3]	3.409e-3 [3.160e-3..3.677e-3]	4.666e-3 [4.374e-3..4.978e-3]	2.891e-3 [2.705e-3..3.089e-3]	4.828e-3 [4.586e-3..5.082e-3]	2.299e-3 [2.134e-3..2.477e-3]
-28	2.456e-3 [2.286e-3..2.640e-3]	5.516e-3 [5.258e-3..5.787e-3]	2.523e-3 [2.350e-3..2.708e-3]	4.842e-3 [4.539e-3..5.165e-3]	3.379e-3 [3.128e-3..3.651e-3]	8.253e-3 [7.855e-3..8.670e-3]	9.357e-3 [8.943e-3..9.790e-3]	3.121e-3 [2.885e-3..3.376e-3]	4.658e-3 [4.368e-3..4.968e-3]	3.083e-3 [2.890e-3..3.289e-3]	4.885e-3 [4.640e-3..5.143e-3]	2.559e-3 [2.383e-3..2.748e-3]
-27	2.326e-3 [2.163e-3..2.500e-3]	5.900e-3 [5.638e-3..6.173e-3]	2.602e-3 [2.430e-3..2.786e-3]	4.847e-3 [4.542e-3..5.173e-3]	3.165e-3 [2.920e-3..3.431e-3]	8.373e-3 [7.969e-3..8.797e-3]	8.562e-3 [8.157e-3..8.986e-3]	3.214e-3 [2.969e-3..3.479e-3]	4.304e-3 [4.020e-3..4.609e-3]	2.821e-3 [2.636e-3..3.019e-3]	4.545e-3 [4.309e-3..4.794e-3]	2.378e-3 [2.208e-3..2.560e-3]
-26	2.456e-3 [2.287e-3..2.638e-3]	6.201e-3 [5.930e-3..6.485e-3]	2.674e-3 [2.498e-3..2.863e-3]	4.981e-3 [4.671e-3..5.311e-3]	3.344e-3 [3.092e-3..3.616e-3]	8.367e-3 [7.964e-3..8.791e-3]	8.898e-3 [8.484e-3..9.333e-3]	3.156e-3 [2.912e-3..3.419e-3]	4.569e-3 [4.274e-3..4.884e-3]	2.725e-3 [2.546e-3..2.916e-3]	4.724e-3 [4.487e-3..4.974e-3]	2.469e-3 [2.299e-3..2.651e-3]
-25	2.512e-3 [2.340e-3..2.696e-3]	6.143e-3 [5.870e-3..6.427e-3]	2.634e-3 [2.458e-3..2.823e-3]	5.051e-3 [4.738e-3..5.384e-3]	3.232e-3 [2.984e-3..3.501e-3]	8.510e-3 [8.102e-3..8.938e-3]	1.009e-2 [9.653e-3..1.056e-2]	3.084e-3 [2.844e-3..3.344e-3]	4.568e-3 [4.273e-3..4.882e-3]	3.234e-3 [3.041e-3..3.441e-3]	4.947e-3 [4.706e-3..5.200e-3]	2.180e-3 [2.022e-3..2.350e-3]
-24	2.520e-3 [2.345e-3..2.708e-3]	6.106e-3 [5.830e-3..6.394e-3]	2.411e-3 [2.240e-3..2.595e-3]	5.477e-3 [5.157e-3..5.817e-3]	3.534e-3 [3.278e-3..3.809e-3]	8.538e-3 [8.136e-3..8.959e-3]	9.118e-3 [8.709e-3..9.545e-3]	2.969e-3 [2.739e-3..3.218e-3]	4.982e-3 [4.681e-3..5.301e-3]	2.928e-3 [2.742e-3..3.127e-3]	4.780e-3 [4.540e-3..5.031e-3]	2.494e-3 [2.322e-3..2.677e-3]
-23	2.353e-3 [2.186e-3..2.532e-3]	5.992e-3 [5.723e-3..6.273e-3]	2.605e-3 [2.429e-3..2.793e-3]	4.916e-3 [4.613e-3..5.239e-3]	3.227e-3 [2.983e-3..3.491e-3]	8.148e-3 [7.756e-3..8.560e-3]	9.261e-3 [8.846e-3..9.695e-3]	3.235e-3 [2.993e-3..3.497e-3]	4.833e-3 [4.535e-3..5.150e-3]	3.160e-3 [2.965e-3..3.368e-3]	4.831e-3 [4.588e-3..5.086e-3]	2.227e-3 [2.065e-3..2.403e-3]
-22	2.433e-3 [2.267e-3..2.611e-3]	6.086e-3 [5.820e-3..6.364e-3]	2.656e-3 [2.482e-3..2.841e-3]	4.774e-3 [4.474e-3..5.093e-3]	3.146e-3 [2.904e-3..3.407e-3]	8.465e-3 [8.064e-3..8.887e-3]	8.707e-3 [8.300e-3..9.134e-3]	3.281e-3 [3.034e-3..3.547e-3]	4.542e-3 [4.250e-3..4.854e-3]	3.087e-3 [2.892e-3..3.295e-3]	5.016e-3 [4.766e-3..5.279e-3]	2.661e-3 [2.480e-3..2.855e-3]
-21	2.557e-3 [2.384e-3..2.741e-3]	5.999e-3 [5.732e-3..6.278e-3]	2.713e-3 [2.535e-3..2.903e-3]	5.026e-3 [4.715e-3..5.357e-3]	2.867e-3 [2.634e-3..3.121e-3]	8.188e-3 [7.789e-3..8.608e-3]	8.965e-3 [8.546e-3..9.404e-3]	3.012e-3 [2.773e-3..3.272e-3]	4.267e-3 [3.981e-3..4.574e-3]	2.915e-3 [2.731e-3..3.112e-3]	5.332e-3 [5.081e-3..5.595e-3]	2.689e-3 [2.512e-3..2.878e-3]
-20	2.076e-3 [1.920e-3..2.245e-3]	6.205e-3 [5.931e-3..6.492e-3]	2.619e-3 [2.443e-3..2.808e-3]	4.759e-3 [4.456e-3..5.083e-3]	3.342e-3 [3.089e-3..3.615e-3]	9.054e-3 [8.633e-3..9.496e-3]	9.654e-3 [9.224e-3..1.010e-2]	2.963e-3 [2.728e-3..3.218e-3]	4.574e-3 [4.280e-3..4.888e-3]	3.205e-3 [3.013e-3..3.410e-3]	4.753e-3 [4.518e-3..5.002e-3]	2.475e-3 [2.306e-3..2.656e-3]
-19	2.485e-3 [2.312e-3..2.670e-3]	5.894e-3 [5.625e-3..6.176e-3]	2.552e-3 [2.377e-3..2.740e-3]	5.416e-3 [5.098e-3..5.753e-3]	3.318e-3 [3.071e-3..3.584e-3]	7.958e-3 [7.572e-3..8.364e-3]	8.819e-3 [8.416e-3..9.240e-3]	3.121e-3 [2.885e-3..3.377e-3]	4.409e-3 [4.127e-3..4.711e-3]	3.157e-3 [2.962e-3..3.364e-3]	4.867e-3 [4.624e-3..5.123e-3]	2.695e-3 [2.515e-3..2.887e-3]
-18	2.355e-3 [2.188e-3..2.533e-3]	6.403e-3 [6.125e-3..6.693e-3]	2.581e-3 [2.407e-3..2.768e-3]	5.787e-3 [5.456e-3..6.139e-3]	3.073e-3 [2.834e-3..3.332e-3]	7.885e-3 [7.497e-3..8.293e-3]	9.491e-3 [9.071e-3..9.931e-3]	3.271e-3 [3.028e-3..3.535e-3]	4.418e-3 [4.134e-3..4.722e-3]	3.280e-3 [3.081e-3..3.492e-3]	4.982e-3 [4.736e-3..5.241e-3]	2.349e-3 [2.181e-3..2.529e-3]
-17	2.428e-3 [2.263e-3..2.605e-3]	6.287e-3 [6.018e-3..6.568e-3]	2.736e-3 [2.561e-3..2.924e-3]	5.484e-3 [5.160e-3..5.828e-3]	3.690e-3 [3.426e-3..3.974e-3]	8.998e-3 [8.581e-3..9.436e-3]	9.809e-3 [9.377e-3..1.026e-2]	3.325e-3 [3.077e-3..3.594e-3]	4.418e-3 [4.131e-3..4.725e-3]	3.300e-3 [3.098e-3..3.515e-3]	5.258e-3 [5.001e-3..5.528e-3]	2.619e-3 [2.439e-3..2.811e-3]
-16	2.426e-3 [2.259e-3..2.605e-3]	6.137e-3 [5.869e-3..6.418e-3]	2.731e-3 [2.554e-3..2.921e-3]	5.398e-3 [5.073e-3..5.743e-3]	3.450e-3 [3.192e-3..3.728e-3]	8.684e-3 [8.270e-3..9.119e-3]	9.239e-3 [8.812e-3..9.686e-3]	3.054e-3 [2.813e-3..3.317e-3]	4.166e-3 [3.883e-3..4.471e-3]	3.321e-3 [3.124e-3..3.531e-3]	4.830e-3 [4.591e-3..5.081e-3]	2.605e-3 [2.431e-3..2.791e-3]
-15	2.576e-3 [2.401e-3..2.762e-3]	6.445e-3 [6.167e-3..6.736e-3]	2.661e-3 [2.484e-3..2.851e-3]	5.307e-3 [4.985e-3..5.650e-3]	3.344e-3 [3.090e-3..3.619e-3]	9.108e-3 [8.684e-3..9.553e-3]	9.326e-3 [8.906e-3..9.767e-3]	2.945e-3 [2.712e-3..3.198e-3]	4.632e-3 [4.337e-3..4.946e-3]	2.930e-3 [2.745e-3..3.126e-3]	4.683e-3 [4.448e-3..4.930e-3]	2.767e-3 [2.588e-3..2.959e-3]
-14	2.513e-3 [2.339e-3..2.700e-3]	5.682e-3 [5.418e-3..5.960e-3]	2.534e-3 [2.359e-3..2.721e-3]	5.078e-3 [4.771e-3..5.406e-3]	3.239e-3 [2.995e-3..3.502e-3]	9.219e-3 [8.802e-3..9.655e-3]	9.427e-3 [9.009e-3..9.864e-3]	3.042e-3 [2.808e-3..3.296e-3]	4.494e-3 [4.208e-3..4.800e-3]	3.119e-3 [2.926e-3..3.324e-3]	5.205e-3 [4.955e-3..5.468e-3]	2.715e-3 [2.536e-3..2.907e-3]
-13	2.510e-3 [2.338e-3..2.693e-3]	5.845e-3 [5.580e-3..6.121e-3]	2.500e-3 [2.329e-3..2.683e-3]	5.239e-3 [4.925e-3..5.573e-3]	3.423e-3 [3.171e-3..3.695e-3]	8.494e-3 [8.093e-3..8.916e-3]	1.003e-2 [9.604e-3..1.048e-2]	3.190e-3 [2.951e-3..3.448e-3]	4.068e-3 [3.797e-3..4.358e-3]	3.076e-3 [2.882e-3..3.283e-3]	4.734e-3 [4.492e-3..4.989e-3]	2.670e-3 [2.490e-3..2.864e-3]
-12	2.794e-3 [2.616e-3..2.985e-3]	6.348e-3 [6.076e-3..6.631e-3]	2.763e-3 [2.585e-3..2.952e-3]	5.648e-3 [5.320e-3..5.995e-3]	3.468e-3 [3.213e-3..3.743e-3]	8.303e-3 [7.904e-3..8.721e-3]	9.785e-3 [9.352e-3..1.024e-2]	3.566e-3 [3.307e-3..3.844e-3]	4.726e-3 [4.427e-3..5.045e-3]	3.112e-3 [2.917e-3..3.320e-3]	4.886e-3 [4.640e-3..5.144e-3]	2.693e-3 [2.512e-3..2.887e-3]
-11	2.924e-3 [2.740e-3..3.120e-3]	6.240e-3 [5.969e-3..6.523e-3]	2.599e-3 [2.426e-3..2.784e-3]	5.255e-3 [4.933e-3..5.598e-3]	3.392e-3 [3.135e-3..3.669e-3]	8.993e-3 [8.569e-3..9.437e-3]	9.772e-3 [9.337e-3..1.023e-2]	3.216e-3 [2.970e-3..3.483e-3]	4.691e-3 [4.392e-3..5.011e-3]	3.124e-3 [2.932e-3..3.327e-3]	4.736e-3 [4.499e-3..4.985e-3]	2.534e-3 [2.362e-3..2.718e-3]
-10	2.594e-3 [2.420e-3..2.780e-3]	6.168e-3 [5.897e-3..6.452e-3]	2.738e-3 [2.559e-3..2.929e-3]	5.333e-3 [5.011e-3..5.676e-3]	3.318e-3 [3.066e-3..3.592e-3]	9.026e-3 [8.604e-3..9.469e-3]	1.018e-2 [9.733e-3..1.064e-2]	3.375e-3 [3.122e-3..3.648e-3]	4.473e-3 [4.180e-3..4.786e-3]	3.292e-3 [3.097e-3..3.500e-3]	5.072e-3 [4.828e-3..5.328e-3]	2.594e-3 [2.421e-3..2.779e-3]
-9	2.737e-3 [2.556e-3..2.932e-3]	6.217e-3 [5.941e-3..6.506e-3]	2.707e-3 [2.527e-3..2.900e-3]	5.624e-3 [5.296e-3..5.973e-3]	3.701e-3 [3.437e-3..3.986e-3]	8.947e-3 [8.531e-3..9.383e-3]	9.595e-3 [9.176e-3..1.003e-2]	3.627e-3 [3.372e-3..3.901e-3]	4.215e-3 [3.940e-3..4.509e-3]	3.378e-3 [3.178e-3..3.591e-3]	5.213e-3 [4.963e-3..5.476e-3]	2.326e-3 [2.161e-3..2.504e-3]
-8	2.534e-3 [2.363e-3..2.718e-3]	6.120e-3 [5.851e-3..6.401e-3]	2.671e-3 [2.494e-3..2.859e-3]	5.166e-3 [4.854e-3..5.498e-3]	3.705e-3 [3.442e-3..3.988e-3]	8.771e-3 [8.362e-3..9.200e-3]	1.027e-2 [9.832e-3..1.073e-2]	3.942e-3 [3.674e-3..4.230e-3]	4.264e-3 [3.985e-3..4.563e-3]	3.347e-3 [3.145e-3..3.563e-3]	5.498e-3 [5.237e-3..5.773e-3]	2.574e-3 [2.397e-3..2.764e-3]
-7	2.670e-3 [2.497e-3..2.854e-3]	6.190e-3 [5.925e-3..6.467e-3]	3.047e-3 [2.862e-3..3.243e-3]	5.771e-3 [5.435e-3..6.129e-3]	3.460e-3 [3.201e-3..3.739e-3]	8.504e-3 [8.094e-3..8.935e-3]	1.003e-2 [9.588e-3..1.049e-2]	3.489e-3 [3.233e-3..3.765e-3]	4.826e-3 [4.524e-3..5.149e-3]	3.362e-3 [3.159e-3..3.577e-3]	5.368e-3 [5.111e-3..5.639e-3]	2.309e-3 [2.142e-3..2.489e-3]
-6	2.871e-3 [2.690e-3..3.064e-3]	6.019e-3 [5.755e-3..6.296e-3]	2.842e-3 [2.662e-3..3.035e-3]	6.245e-3 [5.893e-3..6.617e-3]	3.417e-3 [3.159e-3..3.696e-3]	9.496e-3 [9.061e-3..9.953e-3]	1.021e-2 [9.761e-3..1.068e-2]	3.304e-3 [3.052e-3..3.576e-3]	5.100e-3 [4.785e-3..5.435e-3]	3.571e-3 [3.366e-3..3.788e-3]	5.374e-3 [5.122e-3..5.639e-3]	2.450e-3 [2.281e-3..2.631e-3]
-5	2.852e-3 [2.670e-3..3.047e-3]	6.389e-3 [6.113e-3..6.677e-3]	3.194e-3 [3.001e-3..3.400e-3]	6.216e-3 [5.869e-3..6.583e-3]	3.312e-3 [3.061e-3..3.583e-3]	9.496e-3 [9.065e-3..9.946e-3]	1.104e-2 [1.056e-2..1.153e-2]	3.638e-3 [3.371e-3..3.927e-3]	5.127e-3 [4.807e-3..5.468e-3]	3.545e-3 [3.343e-3..3.759e-3]	5.290e-3 [5.043e-3..5.550e-3]	2.480e-3 [2.312e-3..2.660e-3]
-4	2.927e-3 [2.741e-3..3.127e-3]	6.680e-3 [6.395e-3..6.978e-3]	3.031e-3 [2.840e-3..3.234e-3]	6.906e-3 [6.545e-3..7.287e-3]	3.890e-3 [3.620e-3..4.179e-3]	9.750e-3 [9.319e-3..1.020e-2]	1.128e-2 [1.082e-2..1.176e-2]	4.027e-3 [3.754e-3..4.320e-3]	5.167e-3 [4.857e-3..5.497e-3]	3.500e-3 [3.296e-3..3.717e-3]	5.857e-3 [5.592e-3..6.135e-3]	2.569e-3 [2.395e-3..2.755e-3]
-3	2.671e-3 [2.497e-3..2.857e-3]	6.428e-3 [6.155e-3..6.713e-3]	3.014e-3 [2.828e-3..3.211e-3]	6.891e-3 [6.524e-3..7.279e-3]	3.985e-3 [3.708e-3..4.283e-3]	1.003e-2 [9.581e-3..1.049e-2]	1.158e-2 [1.110e-2..1.207e-2]	3.966e-3 [3.693e-3..4.260e-3]	5.388e-3 [5.068e-3..5.729e-3]	3.742e-3 [3.529e-3..3.967e-3]	5.272e-3 [5.019e-3..5.538e-3]	2.669e-3 [2.491e-3..2.861e-3]
-2	2.711e-3 [2.542e-3..2.891e-3]	5.790e-3 [5.541e-3..6.050e-3]	3.203e-3 [3.019e-3..3.398e-3]	7.168e-3 [6.787e-3..7.570e-3]	3.783e-3 [3.509e-3..4.079e-3]	9.925e-3 [9.476e-3..1.040e-2]	1.423e-2 [1.369e-2..1.479e-2]	4.266e-3 [3.974e-3..4.580e-3]	5.795e-3 [5.453e-3..6.159e-3]	4.430e-3 [4.195e-3..4.678e-3]	5.655e-3 [5.388e-3..5.934e-3]	2.753e-3 [2.569e-3..2.951e-3]
-1	2.912e-3 [2.734e-3..3.102e-3]	6.236e-3 [5.973e-3..6.510e-3]	3.605e-3 [3.407e-3..3.816e-3]	8.026e-3 [7.629e-3..8.442e-3]	4.164e-3 [3.881e-3..4.467e-3]	1.079e-2 [1.033e-2..1.127e-2]	1.794e-2 [1.730e-2..1.861e-2]	4.629e-3 [4.307e-3..4.975e-3]	5.923e-3 [5.558e-3..6.312e-3]	4.875e-3 [4.637e-3..5.125e-3]	6.096e-3 [5.829e-3..6.375e-3]	2.369e-3 [2.204e-3..2.545e-3]
0	2.639e-3 [2.470e-3..2.818e-3]	6.892e-3 [6.617e-3..7.178e-3]	3.925e-3 [3.719e-3..4.142e-3]	1.323e-2 [1.266e-2..1.382e-2]	6.329e-3 [5.940e-3..6.744e-3]	1.441e-2 [1.382e-2..1.502e-2]	2.472e-2 [2.398e-2..2.548e-2]	4.180e-3 [3.880e-3..4.502e-3]	7.374e-3 [6.972e-3..7.798e-3]	5.327e-3 [5.087e-3..5.579e-3]	5.544e-3 [5.299e-3..5.800e-3]	2.927e-3 [2.751e-3..3.115e-3]
